pid,day,session,trial,condition,cond_name,match,response,rt,acc
3,1,2,76,2,tie,2,2,1875.999999999971,1
3,1,2,77,2,tie,1,1,770,1
3,1,2,78,2,tie,2,1,1585,0
3,1,2,79,2,tie,1,2,1231,0
3,2,1,1,4,none,1,2,1436,0
3,2,1,2,4,none,1,1,1130,1
3,2,1,3,4,none,1,1,1173,1
3,2,1,4,4,none,1,1,1375,1
3,2,1,5,4,none,2,2,1218,1
3,2,1,6,4,none,2,2,2007,1
3,2,1,7,4,none,1,1,1053,1
3,2,1,8,4,none,2,2,1099,1
3,2,1,9,4,none,2,1,1871,0
3,2,1,10,4,none,2,2,1636,1
3,2,1,11,1,name,2,2,1842.9999999999964,1
3,2,1,12,1,name,2,1,1749,0
3,2,1,13,1,name,2,2,1737,1
3,2,1,14,1,name,1,1,974,1
3,2,1,15,1,name,2,1,1330,0
3,2,1,16,1,name,1,1,1206,1
3,2,1,17,1,name,1,1,1282,1
3,2,1,18,1,name,1,1,922,1
3,2,1,19,1,name,1,1,972,1
3,2,1,20,1,name,2,2,1012,1
3,2,1,21,3,both,2,2,1864,1
3,2,1,22,3,both,2,1,1072,0
3,2,1,23,3,both,1,2,944.0000000000073,0
3,2,1,24,3,both,1,1,1142,1
3,2,1,25,3,both,2,2,1070,1
3,2,1,26,3,both,1,1,1035,1
3,2,1,27,3,both,1,2,938,0
3,2,1,28,3,both,2,2,1003,1
3,2,1,29,3,both,2,2,907,1
3,2,1,30,3,both,1,1,1014,1
3,2,1,31,4,none,2,2,1411,1
3,2,1,32,4,none,1,1,1719,1
3,2,1,33,4,none,1,1,1090,1
3,2,1,34,4,none,1,1,1054,1
3,2,1,35,4,none,1,1,883,1
3,2,1,36,4,none,2,2,1737,1
3,2,1,37,4,none,1,1,862,1
3,2,1,38,4,none,2,2,847,1
3,2,1,39,4,none,2,2,1095,1
3,2,1,40,4,none,2,1,901,0
3,2,1,41,1,name,1,1,1217,1
3,2,1,42,1,name,2,2,1237,1
3,2,1,43,1,name,2,2,1601,1
3,2,1,44,1,name,1,1,896,1
3,2,1,45,1,name,1,1,1120.9999999999854,1
3,2,1,46,1,name,1,1,927,1
3,2,1,47,1,name,1,1,1325,1
3,2,1,48,1,name,2,2,969,1
3,2,1,49,1,name,2,2,1207.999999999971,1
3,2,1,50,1,name,2,2,880,1
3,2,1,51,2,tie,2,2,1438,1
3,2,1,52,2,tie,1,1,968,1
3,2,1,53,2,tie,1,2,2127,0
3,2,1,54,2,tie,1,1,673,1
3,2,1,55,2,tie,2,2,757,1
3,2,1,56,2,tie,2,2,1741,1
3,2,1,57,2,tie,1,1,578,1
3,2,1,58,2,tie,2,2,1231,1
3,2,1,59,2,tie,2,2,985,1
3,2,1,60,2,tie,1,1,1000,1
3,2,1,61,3,both,1,1,1854,1
3,2,1,62,3,both,1,1,1053.999999999971,1
3,2,1,63,3,both,2,2,1131,1
3,2,1,64,3,both,2,1,797.9999999999709,0
3,2,1,65,3,both,1,1,959.9999999999709,1
3,2,1,66,3,both,2,2,1019,1
3,2,1,67,3,both,1,1,854,1
3,2,1,68,3,both,2,2,740,1
3,2,1,69,3,both,1,1,587,1
3,2,1,70,3,both,2,2,691,1
3,2,1,71,2,tie,1,1,629,1
3,2,1,73,2,tie,2,2,922,1
3,2,1,74,2,tie,2,2,1216,1
3,2,1,75,2,tie,2,2,1424,1
3,2,1,76,2,tie,1,1,820,1
3,2,1,77,2,tie,1,1,652,1
3,2,1,78,2,tie,1,1,627,1
3,2,1,79,2,tie,2,2,876,1
3,2,1,80,2,tie,2,2,1332,1
3,3,1,1,2,tie,2,2,1053,1
3,3,1,2,2,tie,1,1,1062,1
3,3,1,3,2,tie,1,1,876,1
3,3,1,4,2,tie,1,1,751,1
3,3,1,5,2,tie,2,2,1446,1
3,3,1,6,2,tie,2,2,968,1
3,3,1,7,2,tie,2,2,721,1
3,3,1,8,2,tie,1,1,1313,1
3,3,1,9,2,tie,2,2,1077,1
3,3,1,10,2,tie,1,1,845,1
3,3,1,11,3,both,2,2,1483,1
3,3,1,12,3,both,1,1,653,1
3,3,1,13,3,both,1,1,1281,1
3,3,1,14,3,both,1,2,1044,0
3,3,1,15,3,both,2,2,1083,1
3,3,1,16,3,both,2,2,893.9999999999927,1
3,3,1,17,3,both,1,1,992,1
3,3,1,18,3,both,2,2,1300,1
3,3,1,19,3,both,2,2,1000,1
3,3,1,20,3,both,1,1,1000,1
3,3,1,21,4,none,1,1,1079,1
3,3,1,22,4,none,2,2,914,1
3,3,1,23,4,none,1,1,831.9999999999927,1
3,3,1,24,4,none,1,1,998.9999999999927,1
3,3,1,25,4,none,2,1,2125,0
3,3,1,26,4,none,2,1,2156,0
3,3,1,27,4,none,2,2,624,1
3,3,1,28,4,none,1,2,2024,0
3,3,1,29,4,none,2,2,2064,1
3,3,1,31,3,both,1,1,754,1
3,3,1,32,3,both,2,2,1439.9999999999854,1
3,3,1,33,3,both,2,2,1763,1
3,3,1,34,3,both,2,2,1730,1
3,3,1,35,3,both,1,1,864,1
3,3,1,36,3,both,2,2,920,1
3,3,1,37,3,both,2,2,1476,1
3,3,1,38,3,both,1,1,1138,1
3,3,1,39,3,both,1,1,1528,1
3,3,1,40,3,both,1,1,964,1
3,3,1,41,2,tie,2,2,1843,1
3,3,1,42,2,tie,1,1,1317,1
3,3,1,43,2,tie,1,1,1279,1
3,3,1,44,2,tie,1,1,1421,1
3,3,1,45,2,tie,1,2,1782,0
3,3,1,46,2,tie,2,2,1050,1
3,3,1,47,2,tie,2,2,1280,1
3,3,1,48,2,tie,1,1,1439.9999999999854,1
3,3,1,49,2,tie,2,2,1185,1
3,3,1,50,2,tie,2,2,1260,1
3,3,1,51,1,name,2,2,1013,1
3,3,1,52,1,name,1,1,1119,1
3,3,1,53,1,name,2,2,1417,1
3,3,1,54,1,name,1,1,1223,1
3,3,1,55,1,name,1,2,1346,0
3,3,1,56,1,name,2,1,1210,0
3,3,1,57,1,name,1,1,1422,1
3,3,1,58,1,name,2,2,1607,1
3,3,1,59,1,name,2,2,1623,1
3,3,1,60,1,name,1,1,2076,1
3,3,1,62,4,none,2,2,1005,1
3,3,1,63,4,none,2,1,2497,0
3,3,1,64,4,none,2,2,926,1
3,3,1,65,4,none,1,1,1897,1
3,3,1,66,4,none,1,1,1232,1
3,3,1,67,4,none,1,1,904,1
3,3,1,68,4,none,1,1,1109,1
3,3,1,69,4,none,2,2,1449,1
3,3,1,70,4,none,1,2,2251.999999999971,0
3,3,1,71,1,name,2,2,1682,1
3,3,1,72,1,name,1,1,1287,1
3,3,1,73,1,name,1,1,1229,1
3,3,1,74,1,name,1,1,1208,1
3,3,1,75,1,name,1,1,1098,1
3,3,1,76,1,name,2,2,1666,1
3,3,1,77,1,name,2,1,1332,0
3,3,1,78,1,name,1,1,1194,1
3,3,1,79,1,name,2,2,973,1
3,3,1,80,1,name,2,2,848.9999999999709,1
3,3,2,1,1,name,2,2,1859,1
3,3,2,2,1,name,1,1,1287,1
3,3,2,3,1,name,2,2,1783,1
3,3,2,4,1,name,1,1,1809,1
3,3,2,5,1,name,2,1,1651,0
3,3,2,6,1,name,1,2,1189,0
3,3,2,7,1,name,2,2,1045.9999999999964,1
3,3,2,8,1,name,1,1,768,1
3,3,2,9,1,name,1,1,754,1
3,3,2,10,1,name,2,2,1096,1
3,3,2,11,3,both,1,2,932,0
3,3,2,13,3,both,1,1,1818,1
3,3,2,14,3,both,2,2,1322,1
3,3,2,15,3,both,1,1,1786,1
3,3,2,16,3,both,1,1,1549,1
3,3,2,17,3,both,1,1,2224,1
3,3,2,18,3,both,2,2,1050,1
3,3,2,19,3,both,2,2,1510,1
3,3,2,20,3,both,2,2,976,1
3,3,2,21,4,none,1,1,2261,1
3,3,2,23,4,none,1,1,2061,1
3,3,2,24,4,none,2,2,949,1
3,3,2,25,4,none,2,2,1793,1
3,3,2,26,4,none,2,2,1245,1
3,3,2,27,4,none,2,2,858,1
3,3,2,28,4,none,2,2,1845,1
3,3,2,29,4,none,1,1,1014,1
3,3,2,30,4,none,1,2,1154.9999999999854,0
3,3,2,31,2,tie,1,1,789,1
3,3,2,32,2,tie,1,1,1011,1
3,3,2,33,2,tie,2,2,1674,1
3,3,2,34,2,tie,2,1,1933,0
3,3,2,35,2,tie,1,1,899,1
3,3,2,36,2,tie,2,2,1383,1
3,3,2,37,2,tie,1,1,755,1
3,3,2,38,2,tie,2,2,2036,1
3,3,2,39,2,tie,2,2,852,1
3,3,2,40,2,tie,1,1,1029,1
3,3,2,41,3,both,1,1,1300,1
3,3,2,42,3,both,2,2,1935,1
3,3,2,43,3,both,2,2,1089,1
3,3,2,44,3,both,1,2,1325.9999999999854,0
3,3,2,45,3,both,1,1,1298,1
3,3,2,46,3,both,2,2,1577,1
3,3,2,47,3,both,2,1,1904.9999999999854,0
3,3,2,49,3,both,2,2,805,1
3,3,2,50,3,both,1,2,1341,0
3,3,2,51,1,name,1,1,2084,1
3,3,2,52,1,name,1,1,1255,1
3,3,2,53,1,name,1,1,1573,1
3,3,2,54,1,name,2,2,741,1
3,3,2,55,1,name,1,1,1372,1
3,3,2,56,1,name,1,1,1871.999999999971,1
3,3,2,57,1,name,2,2,1975,1
3,3,2,58,1,name,2,2,893,1
3,3,2,59,1,name,2,2,967.9999999999709,1
3,3,2,60,1,name,2,1,2153,0
3,3,2,61,2,tie,2,2,1678,1
3,3,2,62,2,tie,1,1,919,1
3,3,2,63,2,tie,2,2,1090,1
3,3,2,64,2,tie,2,2,894,1
3,3,2,65,2,tie,1,1,764,1
3,3,2,66,2,tie,1,2,1615,0
3,3,2,67,2,tie,2,2,1032,1
3,3,2,68,2,tie,1,2,1226,0
3,3,2,69,2,tie,1,1,757,1
3,3,2,70,2,tie,2,2,993.9999999999709,1
3,3,2,71,4,none,2,2,1445,1
3,3,2,72,4,none,2,2,1710,1
3,3,2,73,4,none,2,2,1333,1
3,3,2,74,4,none,1,2,1213,0
3,3,2,75,4,none,1,1,610,1
3,3,2,76,4,none,2,2,655,1
3,3,2,77,4,none,1,1,1174,1
3,3,2,78,4,none,1,1,819,1
3,3,2,79,4,none,1,1,1038,1
3,3,2,80,4,none,2,2,1280,1
3,4,1,1,1,name,1,2,1887.9999999999995,0
3,4,1,2,1,name,2,2,949,1
3,4,1,3,1,name,2,2,1027.999999999999,1
3,4,1,4,1,name,2,2,983,1
3,4,1,5,1,name,1,1,772,1
3,4,1,6,1,name,2,2,965,1
3,4,1,7,1,name,2,2,845,1
3,4,1,8,1,name,1,2,2015,0
3,4,1,9,1,name,1,2,1812,0
3,4,1,10,1,name,1,1,1370,1
3,4,1,11,3,both,2,2,744,1
3,4,1,12,3,both,2,2,1168,1
3,4,1,13,3,both,1,1,1704,1
3,4,1,14,3,both,1,1,1108,1
3,4,1,15,3,both,2,2,1085,1
3,4,1,16,3,both,2,2,1733,1
3,4,1,17,3,both,1,1,1232,1
3,4,1,18,3,both,1,1,1273,1
3,4,1,19,3,both,2,2,902,1
3,4,1,20,3,both,1,1,859,1
3,4,1,21,1,name,2,2,1576.9999999999927,1
3,4,1,22,1,name,1,1,985,1
3,4,1,23,1,name,2,2,635,1
3,4,1,24,1,name,2,2,1115,1
3,4,1,25,1,name,1,2,941,0
3,4,1,26,1,name,1,1,825,1
3,4,1,27,1,name,2,2,821,1
3,4,1,28,1,name,1,1,1156.9999999999854,1
3,4,1,29,1,name,1,1,857,1
3,4,1,30,1,name,2,2,637,1
3,4,1,31,2,tie,2,1,1766,0
3,4,1,32,2,tie,1,1,1186,1
3,4,1,33,2,tie,1,2,1708,0
3,4,1,34,2,tie,1,1,723.9999999999854,1
3,4,1,35,2,tie,2,1,1849,0
3,4,1,36,2,tie,1,2,1489,0
3,4,1,37,2,tie,2,2,1573.9999999999854,1
3,4,1,38,2,tie,2,2,1930.9999999999854,1
3,4,1,39,2,tie,2,1,1874,0
3,4,1,40,2,tie,1,1,1151,1
3,4,1,41,4,none,2,1,1151,0
3,4,1,42,4,none,1,1,1172,1
3,4,1,43,4,none,1,1,1059,1
3,4,1,44,4,none,2,2,1067,1
3,4,1,45,4,none,2,2,1352,1
3,4,1,46,4,none,2,2,1592,1
3,4,1,47,4,none,1,1,1282.9999999999854,1
3,4,1,48,4,none,2,2,1322,1
3,4,1,49,4,none,1,2,1219.9999999999854,0
3,4,1,50,4,none,1,1,1240,1
3,4,1,51,3,both,1,1,1573,1
3,4,1,52,3,both,2,1,1758.999999999971,0
3,4,1,55,3,both,1,1,596.9999999999709,1
3,4,1,56,3,both,2,2,685,1
3,4,1,57,3,both,2,2,860,1
3,4,1,58,3,both,2,2,817,1
3,4,1,59,3,both,2,2,757,1
3,4,1,60,3,both,1,1,1096,1
3,4,1,61,2,tie,2,2,1527.999999999971,1
3,4,1,62,2,tie,1,1,1284,1
3,4,1,63,2,tie,2,2,1584,1
3,4,1,64,2,tie,1,1,909,1
3,4,1,65,2,tie,1,1,1829,1
3,4,1,66,2,tie,1,1,953,1
3,4,1,67,2,tie,2,2,814,1
3,4,1,68,2,tie,2,2,1391,1
3,4,1,69,2,tie,1,1,1222,1
3,4,1,70,2,tie,2,2,1487,1
3,4,1,71,4,none,2,2,1636,1
3,4,1,72,4,none,1,1,975,1
3,4,1,74,4,none,1,1,994,1
3,4,1,77,4,none,1,1,1570,1
3,4,1,78,4,none,1,1,1506,1
3,4,1,79,4,none,2,2,1074,1
3,4,1,80,4,none,2,2,1320,1
3,4,2,1,1,name,1,1,2174,1
3,4,2,2,1,name,1,2,1685,0
3,4,2,3,1,name,2,2,1643,1
3,4,2,4,1,name,1,1,1164,1
3,4,2,5,1,name,1,1,1289,1
3,4,2,6,1,name,2,2,1084.9999999999982,1
3,4,2,8,1,name,2,2,769,1
3,4,2,9,1,name,2,2,657,1
3,4,2,10,1,name,1,2,1057,0
3,4,2,11,2,tie,1,2,1060,0
3,4,2,12,2,tie,2,1,1740,0
3,4,2,13,2,tie,2,2,839,1
3,4,2,14,2,tie,1,1,638,1
3,4,2,15,2,tie,2,1,1577,0
3,4,2,16,2,tie,1,1,1609,1
3,4,2,17,2,tie,2,2,2084.9999999999927,1
3,4,2,18,2,tie,2,2,924,1
3,4,2,19,2,tie,1,2,1584.9999999999927,0
3,4,2,20,2,tie,1,1,1448,1
3,4,2,21,3,both,2,2,988,1
3,4,2,22,3,both,1,1,2011.9999999999927,1
3,4,2,23,3,both,1,1,1054,1
3,4,2,24,3,both,1,1,1648,1
3,4,2,25,3,both,2,2,898,1
3,4,2,26,3,both,2,2,1446,1
3,4,2,27,3,both,1,1,1202,1
3,4,2,28,3,both,1,1,1470,1
3,4,2,29,3,both,2,2,1139,1
3,4,2,30,3,both,2,1,1620,0
3,4,2,31,4,none,1,2,1159,0
3,4,2,32,4,none,1,1,1210,1
3,4,2,33,4,none,1,1,1203,1
3,4,2,34,4,none,2,2,1238,1
3,4,2,35,4,none,2,2,1746,1
3,4,2,36,4,none,1,1,1129,1
3,4,2,37,4,none,2,2,1012,1
3,4,2,38,4,none,2,1,1548,0
3,4,2,39,4,none,2,2,760,1
3,4,2,40,4,none,1,1,1165,1
3,4,2,41,1,name,1,1,1319,1
3,4,2,42,1,name,1,1,1286,1
3,4,2,43,1,name,2,2,1139,1
3,4,2,44,1,name,1,1,859,1
3,4,2,45,1,name,1,2,1296,0
3,4,2,46,1,name,2,2,857,1
3,4,2,47,1,name,1,1,722,1
3,4,2,48,1,name,2,2,679.9999999999854,1
3,4,2,49,1,name,2,2,1042,1
3,4,2,50,1,name,2,2,1699,1
3,4,2,51,2,tie,2,2,948.9999999999709,1
3,4,2,52,2,tie,2,2,1962,1
3,4,2,54,2,tie,1,2,975,0
3,4,2,55,2,tie,2,2,849,1
3,4,2,56,2,tie,1,1,1220,1
3,4,2,57,2,tie,2,2,1156,1
3,4,2,59,2,tie,1,1,1823,1
3,4,2,60,2,tie,2,2,677.9999999999709,1
3,4,2,61,3,both,1,1,1252,1
3,4,2,62,3,both,2,2,679,1
3,4,2,63,3,both,1,1,836,1
3,4,2,64,3,both,1,2,1472,0
3,4,2,65,3,both,2,2,1468,1
3,4,2,66,3,both,1,2,2025,0
3,4,2,67,3,both,1,1,1283,1
3,4,2,68,3,both,2,2,1562,1
3,4,2,69,3,both,2,2,730,1
3,4,2,70,3,both,2,2,1386,1
3,4,2,71,4,none,1,1,1108,1
3,4,2,72,4,none,1,1,1472.999999999971,1
3,4,2,73,4,none,1,1,760,1
3,4,2,74,4,none,2,2,791,1
3,4,2,75,4,none,2,2,853.9999999999709,1
3,4,2,76,4,none,2,2,1208,1
3,4,2,77,4,none,1,1,1150.999999999971,1
3,4,2,78,4,none,2,2,1414,1
3,4,2,79,4,none,2,2,1390,1
3,4,2,80,4,none,1,2,1303,0
3,5,1,1,1,name,2,2,965,1
3,5,1,2,1,name,1,1,702.9999999999991,1
3,5,1,3,1,name,2,2,786,1
3,5,1,4,1,name,2,2,783,1
3,5,1,5,1,name,1,1,2092,1
3,5,1,6,1,name,1,1,993,1
3,5,1,7,1,name,2,2,787,1
3,5,1,8,1,name,1,1,1288,1
3,5,1,9,1,name,1,2,1610,0
3,5,1,10,1,name,2,2,625.9999999999964,1
3,5,1,11,3,both,2,2,696,1
3,5,1,12,3,both,2,2,1698,1
3,5,1,13,3,both,1,1,1049,1
3,5,1,14,3,both,2,2,1097,1
3,5,1,15,3,both,1,1,797,1
3,5,1,16,3,both,1,2,1233,0
3,5,1,17,3,both,1,1,1034,1
3,5,1,18,3,both,2,2,898,1
3,5,1,19,3,both,2,2,1459,1
3,5,1,20,3,both,1,1,1277.9999999999927,1
3,5,1,21,1,name,1,2,1487,0
3,5,1,22,1,name,2,2,752,1
3,5,1,23,1,name,2,2,688,1
3,5,1,24,1,name,2,2,617,1
3,5,1,25,1,name,1,1,1857,1
3,5,1,26,1,name,2,2,742,1
3,5,1,27,1,name,1,1,800,1
3,5,1,28,1,name,1,2,1622.9999999999854,0
3,5,1,29,1,name,2,2,720,1
3,5,1,30,1,name,1,1,1557,1
3,5,1,31,2,tie,1,1,857,1
3,5,1,32,2,tie,2,2,1128,1
3,5,1,33,2,tie,1,1,1881,1
3,5,1,34,2,tie,2,2,1298,1
3,5,1,35,2,tie,1,1,1472,1
3,5,1,36,2,tie,2,2,1024,1
3,5,1,37,2,tie,2,2,1174,1
3,5,1,38,2,tie,1,1,1833,1
3,5,1,39,2,tie,1,2,1333.9999999999854,0
3,5,1,40,2,tie,2,2,945,1
3,5,1,42,4,none,2,2,1547,1
3,5,1,43,4,none,2,2,994,1
3,5,1,44,4,none,1,1,1207,1
3,5,1,45,4,none,2,1,1013,0
3,5,1,46,4,none,1,1,776,1
3,5,1,47,4,none,2,2,627.0000000000146,1
3,5,1,48,4,none,1,1,1559,1
3,5,1,49,4,none,2,2,1222,1
3,5,1,50,4,none,1,1,1184.999999999971,1
3,5,1,51,3,both,1,1,1207,1
3,5,1,52,3,both,1,1,1016,1
3,5,1,53,3,both,2,2,989,1
3,5,1,54,3,both,1,1,1150,1
3,5,1,55,3,both,1,1,1343,1
3,5,1,56,3,both,1,2,1863,0
3,5,1,57,3,both,2,2,1216,1
3,5,1,58,3,both,2,2,1712,1
3,5,1,59,3,both,2,2,1333,1
3,5,1,60,3,both,2,2,1650,1
3,5,1,61,4,none,1,1,1113,1
3,5,1,62,4,none,1,1,1019,1
3,5,1,64,4,none,2,1,988,0
3,5,1,65,4,none,2,2,1069,1
3,5,1,66,4,none,2,2,869,1
3,5,1,67,4,none,2,2,1332,1
3,5,1,68,4,none,2,1,1994,0
3,5,1,69,4,none,1,1,1557.999999999971,1
3,5,1,70,4,none,1,1,1412,1
3,5,1,71,2,tie,1,1,1137,1
3,5,1,72,2,tie,2,2,973,1
3,5,1,73,2,tie,1,1,863,1
3,5,1,75,2,tie,2,2,1537,1
3,5,1,76,2,tie,1,1,1269,1
3,5,1,77,2,tie,2,2,1129.999999999971,1
3,5,1,78,2,tie,2,2,1407,1
3,5,1,79,2,tie,1,2,1588,0
3,5,1,80,2,tie,2,2,988,1
4,1,1,1,1,name,1,1,1783,1
4,1,1,2,1,name,1,2,1910,0
4,1,1,3,1,name,2,2,2246,1
4,1,1,4,1,name,1,1,1455.9999999999982,1
4,1,1,5,1,name,1,1,1879,1
4,1,1,6,1,name,2,2,2232,1
4,1,1,7,1,name,2,2,1918,1
4,1,1,8,1,name,2,2,1910,1
4,1,1,9,1,name,2,2,1863,1
4,1,1,10,1,name,1,1,1840,1
4,1,1,11,2,tie,1,1,1370,1
4,1,1,12,2,tie,2,2,1737,1
4,1,1,13,2,tie,2,2,1938,1
4,1,1,14,2,tie,1,1,1375,1
4,1,1,15,2,tie,2,1,1342,0
4,1,1,16,2,tie,1,1,1444,1
4,1,1,17,2,tie,2,2,1510,1
4,1,1,18,2,tie,2,2,1776,1
4,1,1,19,2,tie,1,1,1380,1
4,1,1,20,2,tie,1,1,1388.9999999999927,1
4,1,1,21,3,both,2,2,1681,1
4,1,1,22,3,both,1,1,1588.9999999999854,1
4,1,1,23,3,both,1,1,1409,1
4,1,1,24,3,both,1,1,1619,1
4,1,1,25,3,both,2,2,1442,1
4,1,1,26,3,both,2,2,1984,1
4,1,1,27,3,both,1,1,1346,1
4,1,1,28,3,both,1,1,1853.9999999999854,1
4,1,1,29,3,both,2,2,1732,1
4,1,1,30,3,both,2,1,1285,0
4,1,1,31,4,none,1,2,2273,0
4,1,1,32,4,none,1,1,1610,1
4,1,1,33,4,none,1,1,1137,1
4,1,1,34,4,none,2,2,1392,1
4,1,1,35,4,none,2,1,2033,0
4,1,1,36,4,none,1,1,2128,1
4,1,1,37,4,none,2,2,1405,1
4,1,1,38,4,none,2,2,1710.9999999999854,1
4,1,1,39,4,none,2,2,1526,1
4,1,1,40,4,none,1,1,1466,1
4,1,1,41,1,name,1,1,1916,1
4,1,1,42,1,name,1,1,1553.0000000000146,1
4,1,1,43,1,name,2,1,1951,0
4,1,1,44,1,name,1,1,1711,1
4,1,1,45,1,name,1,2,1358.999999999971,0
4,1,1,46,1,name,2,2,1209,1
4,1,1,47,1,name,1,1,1021.9999999999709,1
4,1,1,48,1,name,2,2,1335,1
4,1,1,49,1,name,2,2,1577,1
4,1,1,50,1,name,2,2,1992,1
4,1,1,51,2,tie,2,2,1909,1
4,1,1,52,2,tie,2,2,1786,1
4,1,1,53,2,tie,1,1,1240,1
4,1,1,54,2,tie,1,1,1455,1
4,1,1,55,2,tie,2,2,1482,1
4,1,1,56,2,tie,1,1,1407,1
4,1,1,57,2,tie,2,2,2181,1
4,1,1,58,2,tie,1,1,2050,1
4,1,1,59,2,tie,1,1,1558,1
4,1,1,60,2,tie,2,2,1777,1
4,1,1,61,3,both,1,1,1618,1
4,1,1,62,3,both,2,2,1330,1
4,1,1,63,3,both,1,1,1105,1
4,1,1,64,3,both,1,1,1396,1
4,1,1,65,3,both,2,2,1865.999999999971,1
4,1,1,66,3,both,1,2,1633,0
4,1,1,67,3,both,1,1,1687,1
4,1,1,68,3,both,2,2,2102,1
4,1,1,69,3,both,2,2,1636,1
4,1,1,70,3,both,2,2,1310,1
4,1,1,71,4,none,1,1,1270,1
4,1,1,72,4,none,1,1,1948,1
4,1,1,73,4,none,1,1,1453,1
4,1,1,74,4,none,2,2,1108.999999999971,1
4,1,1,75,4,none,2,2,1090,1
4,1,1,76,4,none,2,2,899,1
4,1,1,77,4,none,1,1,1080,1
4,1,1,78,4,none,2,2,1151,1
4,1,1,79,4,none,2,2,1410,1
4,1,1,80,4,none,1,1,1565,1
4,1,2,1,4,none,1,2,2322,0
4,1,2,2,4,none,2,2,1046,1
4,1,2,3,4,none,2,2,1635,1
4,1,2,4,4,none,1,1,1754,1
4,1,2,5,4,none,2,2,1119,1
4,1,2,6,4,none,1,1,1572,1
4,1,2,7,4,none,1,1,1904,1
4,1,2,8,4,none,1,2,1948,0
4,1,2,9,4,none,2,2,1147,1
4,1,2,10,4,none,2,2,1085,1
4,1,2,11,1,name,1,1,1763.9999999999964,1
4,1,2,12,1,name,2,2,1343,1
4,1,2,13,1,name,2,1,1267,0
4,1,2,14,1,name,1,1,1862.9999999999927,1
4,1,2,15,1,name,1,1,1652,1
4,1,2,16,1,name,1,1,1174,1
4,1,2,17,1,name,2,2,1178,1
4,1,2,18,1,name,1,1,1736,1
4,1,2,19,1,name,2,2,1643,1
4,1,2,20,1,name,2,2,1309.9999999999927,1
4,1,2,21,2,tie,2,1,2317,0
4,1,2,22,2,tie,1,1,1591,1
4,1,2,23,2,tie,1,1,1115,1
4,1,2,24,2,tie,1,1,903.9999999999854,1
4,1,2,25,2,tie,2,2,1131,1
4,1,2,26,2,tie,2,2,1165,1
4,1,2,27,2,tie,2,1,1226,0
4,1,2,28,2,tie,1,1,1746,1
4,1,2,30,2,tie,2,2,1268,1
4,1,2,31,4,none,1,1,1561,1
4,1,2,32,4,none,2,1,1758.9999999999854,0
4,1,2,33,4,none,1,1,1382,1
4,1,2,34,4,none,1,1,1219,1
4,1,2,35,4,none,1,1,1893,1
4,1,2,36,4,none,2,2,1199,1
4,1,2,37,4,none,1,1,1266,1
4,1,2,38,4,none,2,2,1354,1
4,1,2,39,4,none,2,2,1206,1
4,1,2,40,4,none,2,2,1096,1
4,1,2,41,3,both,2,2,1487,1
4,1,2,42,3,both,1,1,1128,1
4,1,2,43,3,both,1,1,1700,1
4,1,2,44,3,both,1,2,1652,0
4,1,2,45,3,both,2,2,1151,1
4,1,2,46,3,both,1,2,1559,0
4,1,2,47,3,both,2,2,1207,1
4,1,2,48,3,both,2,2,1134,1
4,1,2,49,3,both,2,2,960,1
4,1,2,50,3,both,1,1,855.9999999999709,1
4,1,2,51,1,name,1,1,1141,1
4,1,2,52,1,name,1,1,922.9999999999709,1
4,1,2,53,1,name,1,1,1071,1
4,1,2,54,1,name,2,1,1306,0
4,1,2,55,1,name,2,2,1515,1
4,1,2,56,1,name,2,2,1119,1
4,1,2,57,1,name,2,1,1082,0
4,1,2,58,1,name,2,2,1802,1
4,1,2,59,1,name,1,1,979,1
4,1,2,60,1,name,1,1,1213,1
4,1,2,62,3,both,1,1,1028,1
4,1,2,63,3,both,1,1,1339,1
4,1,2,64,3,both,2,2,1036,1
4,1,2,65,3,both,1,2,1159,0
4,1,2,66,3,both,2,2,935,1
4,1,2,67,3,both,2,1,1056,0
4,1,2,68,3,both,1,1,842,1
4,1,2,69,3,both,2,2,857,1
4,1,2,70,3,both,1,1,921,1
4,1,2,71,2,tie,2,2,1164,1
4,1,2,72,2,tie,2,2,1257.999999999971,1
4,1,2,73,2,tie,1,1,1331,1
4,1,2,74,2,tie,1,1,798,1
4,1,2,75,2,tie,1,1,877.9999999999709,1
4,1,2,76,2,tie,2,2,1499,1
4,1,2,77,2,tie,2,2,1029,1
4,1,2,78,2,tie,2,2,1082,1
4,1,2,79,2,tie,1,1,994.9999999999709,1
4,1,2,80,2,tie,1,1,1235,1
4,2,1,1,3,both,1,1,1400,1
4,2,1,2,3,both,1,2,1521,0
4,2,1,3,3,both,1,1,968,1
4,2,1,4,3,both,2,2,907,1
4,2,1,5,3,both,2,2,1106,1
4,2,1,6,3,both,2,2,1379,1
4,2,1,7,3,both,2,2,1485.9999999999964,1
4,2,1,8,3,both,2,2,1319,1
4,2,1,9,3,both,1,1,951,1
4,2,1,10,3,both,1,2,1177,0
4,2,1,11,2,tie,2,2,1051,1
4,2,1,12,2,tie,2,2,826,1
4,2,1,13,2,tie,2,2,1035,1
4,2,1,14,2,tie,2,1,1905,0
4,2,1,15,2,tie,1,1,1359,1
4,2,1,16,2,tie,1,1,1391,1
4,2,1,17,2,tie,1,1,1283,1
4,2,1,18,2,tie,1,1,1087,1
4,2,1,19,2,tie,1,1,1333,1
