pid,file,NAME,ID,RESPONSE,RT,STIM,GROUP,PICNOS1,PICNOS2,MATCH,ORTN1,ORTN2,PICID1,PICID2,DAY,SESSION
14,data/raw/S135.txt,ls,ls_10nov_behav2,1,1692,62,2,58,59,1,1,2,39,39,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,1,855,63,2,41,40,1,2,1,17,17,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,1,1777,64,2,36,35,1,3,2,8,8,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,1072,65,2,55,48,2,1,3,37,26,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,1308,66,2,51,31,2,3,1,27,5,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,1305,67,2,47,55,2,2,1,26,37,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,674,68,2,37,51,2,1,3,11,27,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,592,69,2,44,45,1,2,3,20,20,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,683,70,2,33,38,2,3,2,5,11,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,1,690,71,1,19,21,1,1,3,32,32,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,652,72,1,11,25,2,2,1,13,38,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,728,73,1,25,11,2,1,2,38,13,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,698,74,1,23,24,1,2,3,34,34,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,1,539,75,1,13,14,1,1,2,24,24,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,1,801,76,1,17,16,1,2,1,29,29,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,1,754,77,1,9,7,1,3,1,12,12,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,658,78,1,1,30,2,1,3,2,40,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,547,79,1,6,1,2,3,1,4,2,5,2
14,data/raw/S135.txt,ls,ls_10nov_behav2,2,604,80,1,30,5,2,3,2,40,4,5,2
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,2035,1,4,109,110,1,1,2,28,28,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1319,2,4,99,118,2,3,1,7,35,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1149,3,4,93,95,2,3,2,1,6,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1255,4,4,104,105,1,2,3,15,15,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1619,5,4,113,114,1,2,3,30,30,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1159,6,4,116,115,1,2,1,31,31,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,902,7,4,108,97,2,3,1,25,7,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1269,8,4,100,102,1,1,3,14,14,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,980,9,4,118,107,2,1,2,35,25,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1138,10,4,94,92,2,1,2,6,1,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,932,11,3,88,89,1,1,2,36,36,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1351,12,3,61,63,1,1,3,3,3,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1234,13,3,77,81,2,2,3,19,21,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,971,14,3,81,67,2,3,1,21,10,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1026,15,3,74,64,2,2,1,18,9,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,973,16,3,82,83,1,1,2,22,22,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1186,17,3,67,77,2,1,2,10,19,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,858,18,3,71,72,1,2,3,16,16,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,974,19,3,87,85,1,3,1,23,23,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1026,20,3,66,74,2,3,2,9,18,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1266,21,4,106,105,2,1,3,25,15,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1100,22,4,117,118,2,3,1,31,35,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1227,23,4,100,102,1,1,3,14,14,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1374,24,4,92,91,1,2,1,1,1,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1019,25,4,98,106,2,2,1,7,25,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1154,26,4,114,113,1,3,2,30,30,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1486,27,4,120,98,2,3,2,35,7,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,909,28,4,104,117,2,2,3,15,31,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1589,29,4,94,96,1,1,3,6,6,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1673,30,4,109,111,1,1,3,28,28,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,923,31,3,88,89,1,1,2,36,36,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1201,32,3,63,70,2,3,1,3,16,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,998,33,3,64,66,1,1,3,9,9,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,992,34,3,83,81,2,2,3,22,21,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,786,35,3,86,87,1,2,3,23,23,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1134,36,3,71,84,2,2,3,16,22,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,856,37,3,75,74,1,3,2,18,18,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,904,38,3,76,63,2,1,3,19,3,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,899,39,3,81,77,2,3,2,21,19,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,964,40,3,67,68,1,1,2,10,10,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1042,41,2,47,31,2,2,1,26,5,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,911,42,2,38,37,1,2,1,11,11,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1208,43,2,55,42,2,1,3,37,17,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1139,44,2,40,56,2,1,2,17,37,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1008,45,2,31,36,2,1,3,5,8,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,2469,46,2,60,59,1,3,2,39,39,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1280,47,2,54,53,1,3,2,33,33,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1540,48,2,35,46,2,2,1,8,26,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1921,49,2,43,44,1,1,2,20,20,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,978,50,2,51,50,1,3,2,27,27,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,NA,NA,51,1,4,11,2,1,2,4,13,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1353,52,1,18,16,1,3,1,29,29,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,907,53,1,29,9,2,2,3,40,12,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1116,54,1,27,25,1,3,1,38,38,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,968,55,1,19,21,1,1,3,32,32,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1463,56,1,12,5,2,3,2,13,4,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,813,57,1,2,1,1,2,1,2,2,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1307,58,1,22,24,1,1,3,34,34,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,921,59,1,14,30,2,2,3,24,40,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,688,60,1,7,14,2,1,2,12,24,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,994,61,2,37,57,2,1,3,11,37,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1576,62,2,32,31,1,2,1,5,5,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1088,63,2,40,42,1,1,3,17,17,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,986,64,2,53,48,2,2,3,33,26,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1158,65,2,48,49,2,3,1,26,27,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,790,66,2,55,54,2,1,3,37,33,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1014,67,2,59,58,1,2,1,39,39,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1028,68,2,51,37,2,3,1,27,11,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1447,69,2,34,36,1,1,3,8,8,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1010,70,2,45,43,1,3,1,20,20,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,829,71,1,1,2,1,1,2,2,2,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1463,72,1,28,30,1,1,3,40,40,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1770,73,1,8,4,2,2,1,12,4,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1548,74,1,26,27,1,2,3,38,38,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1089,75,1,10,15,2,1,3,13,24,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1584,76,1,18,17,1,3,2,29,29,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,1,1307,77,1,20,21,1,2,3,32,32,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1709,78,1,15,8,2,3,2,24,12,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1141,79,1,4,23,2,1,2,4,34,1,1
15,data/raw/S136.txt,ml,ml_06nov_behav1,2,1775,80,1,24,11,2,3,2,34,13,1,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1543,1,1,3,1,1,3,1,2,2,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1280,2,1,16,18,1,1,3,29,29,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1460,3,1,5,9,2,2,3,4,12,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1128,4,1,19,21,1,1,3,32,32,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1143,5,1,27,26,1,3,2,38,38,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,863,6,1,29,12,2,2,3,40,13,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1003,7,1,13,6,2,1,3,24,4,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,908,8,1,12,14,2,3,2,13,24,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1009,9,1,7,29,2,1,2,12,40,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1108,10,1,23,22,1,2,1,34,34,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,773,11,2,47,48,1,2,3,26,26,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1297,12,2,32,51,2,2,3,5,27,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1203,13,2,44,52,2,2,1,20,33,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,896,14,2,37,39,1,1,3,11,11,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1265,15,2,54,44,2,3,2,33,20,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1131,16,2,34,36,1,1,3,8,8,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1094,17,2,57,32,2,3,2,37,5,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1051,18,2,49,57,2,1,3,27,37,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,984,19,2,60,58,1,3,1,39,39,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,851,20,2,40,42,1,1,3,17,17,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,982,21,3,80,85,2,2,1,21,23,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,980,22,3,61,62,1,1,2,3,3,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,715,23,3,90,88,1,3,1,36,36,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,833,24,3,64,65,1,1,2,9,9,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,822,25,3,69,82,2,3,1,10,22,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,796,26,3,84,67,2,3,1,22,10,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,913,27,3,71,70,1,2,1,16,16,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,877,28,3,77,78,1,2,3,19,19,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,775,29,3,85,75,2,1,3,23,18,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,753,30,3,73,80,2,1,2,18,21,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,988,31,4,111,109,1,3,1,28,28,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,979,32,4,97,99,1,1,3,7,7,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1147,33,4,102,100,1,3,1,14,14,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,834,34,4,93,104,2,3,2,1,15,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1222,35,4,115,113,2,1,2,31,30,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,838,36,4,119,118,1,2,1,35,35,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,989,37,4,94,92,2,1,2,6,1,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1330,38,4,103,117,2,1,3,15,31,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1186,39,4,113,94,2,2,1,30,6,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1088,40,4,107,106,1,2,1,25,25,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1223,41,1,14,13,1,2,1,24,24,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,905,42,1,4,5,1,1,2,4,4,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,921,43,1,10,23,2,1,2,13,34,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1243,44,1,20,19,1,2,1,32,32,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1050,45,1,18,16,1,3,1,29,29,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,781,46,1,28,8,2,1,2,40,12,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,907,47,1,1,3,1,1,3,2,2,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,791,48,1,8,28,2,2,1,12,40,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,938,49,1,24,25,2,3,1,34,38,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1273,50,1,27,10,2,3,1,38,13,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,976,51,2,31,38,2,1,2,5,11,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,800,52,2,51,52,2,3,1,27,33,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,846,53,2,58,59,1,1,2,39,39,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,885,54,2,46,48,1,1,3,26,26,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,914,55,2,39,32,2,3,2,11,5,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,785,56,2,35,34,1,2,1,8,8,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1142,57,2,42,50,2,3,2,17,27,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,980,58,2,43,44,1,1,2,20,20,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,728,59,2,56,55,1,2,1,37,37,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,746,60,2,53,40,2,2,1,33,17,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1102,61,3,72,71,1,3,2,16,16,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,704,62,3,90,85,2,3,1,36,23,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,801,63,3,74,75,1,2,3,18,18,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,905,64,3,61,63,1,1,3,3,3,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,766,65,3,82,81,2,1,3,22,21,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1047,66,3,68,67,1,2,1,10,10,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,960,67,3,65,66,1,2,3,9,9,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1065,68,3,87,83,2,3,2,23,22,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,882,69,3,76,90,2,1,3,19,36,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1082,70,3,79,78,2,1,3,21,19,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,895,71,4,97,98,1,1,2,7,7,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,1196,72,4,113,112,1,2,1,30,30,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,897,73,4,116,117,1,2,3,31,31,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,834,74,4,93,106,2,3,1,1,25,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,872,75,4,102,103,2,3,1,14,15,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,915,76,4,118,93,2,1,3,35,1,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1180,77,4,96,95,1,3,2,6,6,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,991,78,4,103,101,2,1,2,15,14,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,2,939,79,4,107,118,2,2,1,25,35,2,1
15,data/raw/S137.txt,ml,ml_07nov_behav1,1,1383,80,4,109,110,1,1,2,28,28,2,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1207,1,2,38,55,2,2,1,11,37,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1037,2,2,53,52,1,2,1,33,33,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,979,3,2,46,48,1,1,3,26,26,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1000,4,2,36,35,1,3,2,8,8,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,789,5,2,51,50,1,3,2,27,27,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,875,6,2,40,39,2,1,3,17,11,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,756,7,2,55,44,2,1,2,37,20,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1028,8,2,31,41,2,1,2,5,17,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1140,9,2,59,60,1,2,3,39,39,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1997,10,2,45,32,2,3,2,20,5,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1257,11,3,72,64,2,3,1,16,9,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1319,12,3,76,78,1,1,3,19,19,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,844,13,3,82,81,2,1,3,22,21,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,783,14,3,62,63,1,2,3,3,3,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,779,15,3,79,72,2,1,3,21,16,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,918,16,3,67,68,1,1,2,10,10,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,693,17,3,74,73,1,2,1,18,18,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1202,18,3,66,86,2,3,2,9,23,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1379,19,3,90,88,1,3,1,36,36,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1111,20,3,86,82,2,2,1,23,22,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1335,21,2,48,31,2,3,1,26,5,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1000,22,2,31,56,2,1,2,5,37,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,687,23,2,55,53,2,1,2,37,33,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,885,24,2,34,36,1,1,3,8,8,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,787,25,2,60,58,1,3,1,39,39,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1277,26,2,50,48,2,2,3,27,26,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1101,27,2,39,38,1,3,2,11,11,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1387,28,2,43,45,1,1,3,20,20,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,955,29,2,41,42,1,2,3,17,17,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,785,30,2,53,51,2,2,3,33,27,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1203,31,4,114,113,1,3,2,30,30,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1464,32,4,100,101,1,1,2,14,14,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1387,33,4,109,110,1,1,2,28,28,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1351,34,4,99,97,1,3,1,7,7,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1023,35,4,91,119,2,1,2,1,35,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1588,36,4,119,93,2,2,3,35,1,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1258,37,4,96,94,1,3,1,6,6,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,907,38,4,107,117,2,2,3,25,31,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1865,39,4,115,104,2,1,2,31,15,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1280,40,4,104,106,2,2,1,15,25,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,986,41,1,13,15,1,1,3,24,24,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1340,42,1,7,18,2,1,3,12,29,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1501,43,1,25,11,2,1,2,38,13,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1225,44,1,11,25,2,2,1,13,38,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1345,45,1,30,28,1,3,1,40,40,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1382,46,1,18,23,2,3,2,29,34,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1200,47,1,5,4,1,2,1,4,4,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1163,48,1,20,19,1,2,1,32,32,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,876,49,1,24,7,2,3,1,34,12,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,879,50,1,1,3,1,1,3,2,2,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1301,51,4,115,114,2,1,3,31,30,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1096,52,4,97,98,1,1,2,7,7,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1468,53,4,105,103,1,3,1,15,15,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,782,54,4,96,95,1,3,2,6,6,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1216,55,4,110,108,2,2,3,28,25,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1126,56,4,107,118,2,2,1,25,35,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,971,57,4,102,101,1,3,2,14,14,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1048,58,4,118,110,2,1,2,35,28,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1462,59,4,92,93,1,2,3,1,1,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1261,60,4,112,117,2,1,3,30,31,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1139,61,1,10,15,2,1,3,13,24,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1112,62,1,2,9,2,2,3,2,12,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,978,63,1,23,12,2,2,3,34,13,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,823,64,1,16,18,1,1,3,29,29,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,800,65,1,8,1,2,2,1,12,2,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,865,66,1,28,30,1,1,3,40,40,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,885,67,1,21,20,1,3,2,32,32,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,834,68,1,15,23,2,3,2,24,34,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1203,69,1,25,27,1,1,3,38,38,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1118,70,1,6,5,1,3,2,4,4,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,747,71,3,80,73,2,2,1,21,18,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1760,72,3,64,66,1,1,3,9,9,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,934,73,3,76,77,1,1,2,19,19,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1113,74,3,71,72,1,2,3,16,16,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,913,75,3,67,81,2,1,3,10,21,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1075,76,3,88,89,1,1,2,36,36,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,1207,77,3,87,82,2,3,1,23,22,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,1,1032,78,3,63,61,1,3,1,3,3,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,830,79,3,83,69,2,2,3,22,10,3,1
15,data/raw/S138.txt,ml,ml_08nov_behav,2,774,80,3,75,86,2,3,2,18,23,3,1
15,data/raw/S139.txt,ml,ml_08nov_behav2,1,1372,1,2,40,41,1,1,2,17,17,3,2
15,data/raw/S139.txt,ml,ml_08nov_behav2,1,884,2,2,38,39,1,2,3,11,11,3,2
